year,region,country,happiness_rank,happiness_score,social_support,health_life_expectancy,generosity,freedom_to_make_life_choices,economy_gdp_per_capita,perceptions_of_corruption
2018,Southern Asia,Nepal,101,4.88,1.228,0.539,0.302,0.526,0.425,0.078
2018,Latin America and Caribbean,Venezuela,102,4.806,1.469,0.657,0.056,0.133,0.996,0.052
2018,Sub-Saharan Africa,Gabon,103,4.758,1.164,0.404,0.032,0.356,1.036,0.052
2018,Middle East and Northern Africa,Palestinian Territories,104,4.743,1.217,0.602,0.086,0.266,0.642,0.076
2018,Sub-Saharan Africa,South Africa,105,4.724,1.41,0.33,0.103,0.516,0.94,0.056
2018,Middle East and Northern Africa,Iran,106,4.707,0.771,0.691,0.282,0.459,1.059,0.129
2018,Sub-Saharan Africa,Ivory Coast,107,4.671,0.872,0.08,0.146,0.467,0.541,0.103
2018,Sub-Saharan Africa,Ghana,108,4.657,0.896,0.337,0.212,0.499,0.592,0.029
2018,Sub-Saharan Africa,Senegal,109,4.631,1.117,0.433,0.138,0.406,0.429,0.082
2018,Southeastern Asia,Laos,110,4.623,1.034,0.441,0.23,0.626,0.72,0.174
2018,Middle East and Northern Africa,Tunisia,111,4.592,0.906,0.69,0.04,0.271,0.9,0.063
2018,Central and Eastern Europe,Albania,112,4.586,0.817,0.79,0.149,0.419,0.916,0.032
2018,Sub-Saharan Africa,Sierra Leone,113,4.571,0.813,0.0,0.238,0.355,0.256,0.053
2018,Sub-Saharan Africa,Congo (Brazzaville),114,4.559,0.811,0.343,0.091,0.514,0.682,0.077
2018,Southern Asia,Bangladesh,115,4.5,0.85,0.579,0.153,0.58,0.532,0.144
2018,Southern Asia,Sri Lanka,116,4.471,1.314,0.672,0.307,0.585,0.918,0.05
2018,Middle East and Northern Africa,Iraq,117,4.456,0.971,0.536,0.148,0.304,1.01,0.095
2018,Sub-Saharan Africa,Mali,118,4.447,1.233,0.152,0.139,0.367,0.37,0.056
2018,Sub-Saharan Africa,Namibia,119,4.441,1.281,0.365,0.051,0.519,0.874,0.064
2018,Southeastern Asia,Cambodia,120,4.433,1.088,0.457,0.256,0.696,0.549,0.065
2018,Sub-Saharan Africa,Burkina Faso,121,4.424,1.097,0.254,0.175,0.312,0.314,0.128
2018,Middle East and Northern Africa,Egypt,122,4.419,1.025,0.553,0.092,0.312,0.885,0.107
2018,Sub-Saharan Africa,Mozambique,123,4.417,0.902,0.173,0.206,0.531,0.198,0.158
2018,Sub-Saharan Africa,Kenya,124,4.41,1.048,0.454,0.352,0.504,0.493,0.055
2018,Sub-Saharan Africa,Zambia,125,4.377,1.047,0.295,0.221,0.503,0.562,0.082
2018,Sub-Saharan Africa,Mauritania,126,4.356,1.245,0.292,0.134,0.129,0.557,0.093
2018,Sub-Saharan Africa,Ethiopia,127,4.35,0.95,0.391,0.22,0.452,0.308,0.146
2018,Middle East and Northern Africa,Georgia,128,4.34,0.592,0.643,0.038,0.375,0.853,0.215
2018,Middle East and Northern Africa,Armenia,129,4.321,0.99,0.666,0.077,0.26,0.816,0.028
2018,Southeastern Asia,Myanmar,130,4.308,1.174,0.429,0.598,0.58,0.682,0.178
2018,Sub-Saharan Africa,Chad,131,4.301,0.907,0.053,0.181,0.189,0.358,0.06
2018,Sub-Saharan Africa,Congo (Kinshasa),132,4.245,1.136,0.204,0.197,0.312,0.069,0.052
2018,Southern Asia,India,133,4.19,0.747,0.485,0.172,0.539,0.721,0.093
2018,Sub-Saharan Africa,Niger,134,4.166,0.867,0.221,0.175,0.39,0.131,0.099
2018,Sub-Saharan Africa,Uganda,135,4.161,1.09,0.237,0.259,0.45,0.322,0.061
2018,Sub-Saharan Africa,Benin,136,4.141,0.372,0.24,0.163,0.44,0.378,0.067
2018,Sub-Saharan Africa,Sudan,137,4.139,1.24,0.312,0.134,0.016,0.605,0.082
2018,Central and Eastern Europe,Ukraine,138,4.103,1.413,0.609,0.187,0.163,0.793,0.011
2018,Sub-Saharan Africa,Togo,139,3.999,0.474,0.253,0.158,0.434,0.259,0.101
2018,Sub-Saharan Africa,Guinea,140,3.964,0.792,0.211,0.185,0.394,0.344,0.094
2018,Sub-Saharan Africa,Lesotho,141,3.808,1.215,0.079,0.116,0.423,0.472,0.112
2018,Sub-Saharan Africa,Angola,142,3.795,1.125,0.269,0.079,0.0,0.73,0.061
2018,Sub-Saharan Africa,Madagascar,143,3.774,0.908,0.402,0.155,0.221,0.262,0.049
2018,Sub-Saharan Africa,Zimbabwe,144,3.692,1.094,0.248,0.132,0.406,0.357,0.099
2018,Southern Asia,Afghanistan,145,3.632,0.537,0.255,0.191,0.085,0.332,0.036
2018,Sub-Saharan Africa,Botswana,146,3.59,1.174,0.417,0.042,0.557,1.017,0.092
2018,Sub-Saharan Africa,Malawi,147,3.587,0.541,0.306,0.21,0.531,0.186,0.08
2018,Latin America and Caribbean,Haiti,148,3.582,0.714,0.289,0.392,0.025,0.315,0.104
2018,Sub-Saharan Africa,Liberia,149,3.495,0.858,0.267,0.206,0.419,0.076,0.03
2018,Middle East and Northern Africa,Syria,150,3.462,0.382,0.539,0.376,0.088,0.689,0.144
2018,Sub-Saharan Africa,Rwanda,151,3.408,0.896,0.4,0.2,0.636,0.332,0.444
2018,Middle East and Northern Africa,Yemen,152,3.355,1.073,0.343,0.083,0.244,0.442,0.064
2018,Sub-Saharan Africa,Tanzania,153,3.303,0.991,0.381,0.27,0.481,0.455,0.097
2018,Sub-Saharan Africa,South Sudan,154,3.254,0.608,0.177,0.224,0.112,0.337,0.106
2018,Sub-Saharan Africa,Central African Republic,155,3.083,0.0,0.01,0.218,0.305,0.024,0.038
2018,Sub-Saharan Africa,Burundi,156,2.905,0.627,0.145,0.149,0.065,0.091,0.076
