year,region,country,happiness_rank,happiness_score,social_support,health_life_expectancy,generosity,freedom_to_make_life_choices,economy_gdp_per_capita,perceptions_of_corruption
2016,Western Europe,Luxembourg,20,6.871,1.03999,0.84542,0.27571,0.5487,1.69752,0.35329
2016,Latin America and Caribbean,Mexico,21,6.778,0.7146,0.71143,0.11735,0.37709,1.11508,0.18355
2016,Southeastern Asia,Singapore,22,6.739,0.86758,0.94719,0.32706,0.4877,1.64555,0.46987
2016,Western Europe,United Kingdom,23,6.725,1.08672,0.80991,0.50156,0.50036,1.40283,0.27399
2016,Latin America and Caribbean,Chile,24,6.705,0.90587,0.81883,0.31595,0.37789,1.2167,0.11451
2016,Latin America and Caribbean,Panama,25,6.701,0.98912,0.70835,0.2418,0.48927,1.18306,0.08423
2016,Latin America and Caribbean,Argentina,26,6.65,1.06612,0.69711,0.10989,0.42284,1.15137,0.07296
2016,Central and Eastern Europe,Czech Republic,27,6.596,1.00793,0.76376,0.09929,0.41418,1.30915,0.03986
2016,Middle East and Northern Africa,United Arab Emirates,28,6.573,0.87114,0.72993,0.26591,0.56215,1.57352,0.35561
2016,Latin America and Caribbean,Uruguay,29,6.545,1.03143,0.72183,0.18056,0.54388,1.18157,0.21394
2016,Western Europe,Malta,30,6.488,1.09879,0.80315,0.56237,0.54994,1.30782,0.17554
2016,Latin America and Caribbean,Colombia,31,6.481,1.02169,0.59659,0.15626,0.44735,1.03032,0.05399
2016,Western Europe,France,32,6.478,1.00508,0.83795,0.1216,0.46562,1.39488,0.17808
2016,Southeastern Asia,Thailand,33,6.474,1.04477,0.64915,0.58696,0.49553,1.0893,0.02833
2016,Middle East and Northern Africa,Saudi Arabia,34,6.379,0.84829,0.59267,0.15457,0.37904,1.48953,0.30008
2016,Eastern Asia,Taiwan,34,6.379,0.92624,0.79565,0.25495,0.32377,1.39729,0.0663
2016,Middle East and Northern Africa,Qatar,36,6.375,0.87964,0.71723,0.32388,0.56679,1.82427,0.48049
2016,Western Europe,Spain,37,6.361,1.12945,0.87896,0.17665,0.37545,1.34253,0.06137
2016,Middle East and Northern Africa,Algeria,38,6.355,0.83309,0.61804,0.07044,0.21006,1.05266,0.16157
2016,Latin America and Caribbean,Guatemala,39,6.324,0.87119,0.54039,0.28808,0.50379,0.83454,0.08701
2016,Latin America and Caribbean,Suriname,40,6.269,0.77866,0.50933,0.16665,0.52234,1.09686,0.12692
2016,Middle East and Northern Africa,Kuwait,41,6.239,0.87758,0.63569,0.15965,0.43166,1.61714,0.23669
2016,Middle East and Northern Africa,Bahrain,42,6.218,0.94397,0.65696,0.17147,0.47375,1.44024,0.25772
2016,Latin America and Caribbean,Trinidad and Tobago,43,6.168,0.98569,0.52608,0.31935,0.48453,1.32572,0.01241
2016,Latin America and Caribbean,Venezuela,44,6.084,1.03302,0.61904,0.0425,0.19847,1.13367,0.08304
2016,Central and Eastern Europe,Slovakia,45,6.078,1.08268,0.70367,0.13837,0.23391,1.27973,0.02947
2016,Latin America and Caribbean,El Salvador,46,6.068,0.80975,0.596,0.08877,0.37269,0.8737,0.10613
2016,Southeastern Asia,Malaysia,47,6.005,0.88025,0.62366,0.41474,0.39031,1.25142,0.09081
2016,Latin America and Caribbean,Nicaragua,48,5.992,0.89521,0.65213,0.29773,0.46582,0.69384,0.16292
2016,Central and Eastern Europe,Uzbekistan,49,5.987,1.1681,0.50163,0.34326,0.60848,0.73591,0.28333
2016,Western Europe,Italy,50,5.977,1.04167,0.85102,0.16684,0.18827,1.35495,0.02556
2016,Latin America and Caribbean,Ecuador,51,5.976,0.85974,0.68613,0.10074,0.4027,0.97306,0.18037
2016,Latin America and Caribbean,Belize,52,5.956,0.68655,0.45569,0.23684,0.51231,0.87616,0.10771
2016,Eastern Asia,Japan,53,5.921,1.06054,0.91491,0.10224,0.46761,1.38007,0.18985
2016,Central and Eastern Europe,Kazakhstan,54,5.919,0.95544,0.57386,0.15011,0.4052,1.22943,0.11132
2016,Central and Eastern Europe,Moldova,55,5.897,0.83132,0.52309,0.19997,0.25202,0.69177,0.01903
2016,Central and Eastern Europe,Russia,56,5.856,1.05261,0.58991,0.02736,0.32682,1.23228,0.03586
2016,Central and Eastern Europe,Poland,57,5.835,1.04685,0.69058,0.14443,0.4519,1.24585,0.055
2016,Eastern Asia,South Korea,57,5.835,0.72194,0.88645,0.18824,0.25168,1.35948,0.07716
2016,Latin America and Caribbean,Bolivia,59,5.822,0.83779,0.4697,0.21698,0.50961,0.79422,0.07746
2016,Central and Eastern Europe,Lithuania,60,5.813,1.06411,0.64674,0.02025,0.18929,1.2692,0.0182
2016,Central and Eastern Europe,Belarus,61,5.802,1.04993,0.63104,0.13942,0.29091,1.13062,0.17457
2016,Western Europe,North Cyprus,62,5.771,0.81826,0.84142,0.26322,0.43596,1.31141,0.16578
2016,Central and Eastern Europe,Slovenia,63,5.768,1.05613,0.79151,0.25738,0.53164,1.29947,0.03635
2016,Latin America and Caribbean,Peru,64,5.743,0.81255,0.62994,0.14527,0.37502,0.99602,0.05292
2016,Central and Eastern Europe,Turkmenistan,65,5.658,1.03817,0.44006,0.22567,0.37408,1.08017,0.28467
2016,Sub-Saharan Africa,Mauritius,66,5.648,0.75695,0.66189,0.36951,0.46145,1.14372,0.05203
2016,Middle East and Northern Africa,Libya,67,5.615,0.95076,0.52304,0.17087,0.40672,1.06688,0.10339
2016,Central and Eastern Europe,Latvia,68,5.56,0.95025,0.63952,0.17445,0.27996,1.21788,0.0889
2016,Western Europe,Cyprus,69,5.546,0.70697,0.8488,0.27906,0.29507,1.31857,0.05228
2016,Latin America and Caribbean,Paraguay,70,5.538,1.11111,0.58295,0.25296,0.46235,0.89373,0.07396
2016,Central and Eastern Europe,Romania,71,5.528,0.72803,0.67602,0.12889,0.36712,1.1697,0.00679
2016,Central and Eastern Europe,Estonia,72,5.517,1.05163,0.68098,0.08423,0.41511,1.27964,0.18519
2016,Latin America and Caribbean,Jamaica,73,5.51,0.96372,0.59469,0.22245,0.43597,0.89333,0.04294
2016,Central and Eastern Europe,Croatia,74,5.488,0.60809,0.70524,0.18434,0.23907,1.18649,0.04002
2016,Eastern Asia,Hong Kong,75,5.458,0.87021,0.95277,0.40097,0.48079,1.5107,0.31647
2016,Sub-Saharan Africa,Somalia,76,5.44,0.33613,0.11466,0.27225,0.56778,0.0,0.3118
2016,Central and Eastern Europe,Kosovo,77,5.401,0.66062,0.54,0.27992,0.14396,0.90145,0.06547
2016,Middle East and Northern Africa,Turkey,78,5.389,0.87717,0.64718,0.04707,0.23889,1.16492,0.12348
2016,Southeastern Asia,Indonesia,79,5.314,0.87625,0.49374,0.56521,0.39237,0.95104,0.00322
2016,Middle East and Northern Africa,Jordan,80,5.303,0.86216,0.60712,0.14262,0.36023,0.99673,0.13297
2016,Central and Eastern Europe,Azerbaijan,81,5.291,0.76042,0.54504,0.0564,0.35327,1.12373,0.17914
2016,Southeastern Asia,Philippines,82,5.279,0.87877,0.47036,0.21674,0.54854,0.81217,0.11757
2016,Eastern Asia,China,83,5.245,0.79381,0.73561,0.04959,0.44012,1.0278,0.02745
2016,Southern Asia,Bhutan,84,5.196,0.90836,0.49759,0.48546,0.46074,0.8527,0.1616
2016,Central and Eastern Europe,Kyrgyzstan,85,5.185,0.95434,0.55449,0.38432,0.40212,0.56044,0.04762
2016,Central and Eastern Europe,Serbia,86,5.177,0.81329,0.6458,0.20737,0.15718,1.03437,0.04339
2016,Central and Eastern Europe,Bosnia and Herzegovina,87,5.163,0.64367,0.70766,0.29889,0.09511,0.93383,0.0
2016,Central and Eastern Europe,Montenegro,88,5.161,0.74173,0.63533,0.17191,0.15111,1.07838,0.12721
2016,Latin America and Caribbean,Dominican Republic,89,5.155,0.99496,0.57669,0.21286,0.52259,1.02787,0.12372
2016,Middle East and Northern Africa,Morocco,90,5.151,0.38595,0.59471,0.04053,0.25646,0.84058,0.08404
2016,Central and Eastern Europe,Hungary,91,5.145,0.93164,0.67608,0.099,0.1977,1.24142,0.04472
2016,Southern Asia,Pakistan,92,5.132,0.26135,0.40306,0.31185,0.14622,0.68816,0.1388
2016,Middle East and Northern Africa,Lebanon,93,5.129,0.64184,0.76171,0.23693,0.26228,1.12268,0.03061
2016,Western Europe,Portugal,94,5.123,0.94367,0.79363,0.11691,0.44727,1.27607,0.01521
2016,Central and Eastern Europe,Macedonia,95,5.121,0.78236,0.64738,0.23507,0.27668,1.0193,0.07047
2016,Southeastern Asia,Vietnam,96,5.061,0.79117,0.66157,0.25075,0.55954,0.74037,0.11556
2016,Sub-Saharan Africa,Somaliland Region,97,5.057,0.75862,0.33108,0.51479,0.3913,0.25558,0.36794
2016,Middle East and Northern Africa,Tunisia,98,5.045,0.43165,0.59577,0.03936,0.23553,0.97724,0.0817
2016,Western Europe,Greece,99,5.033,0.75473,0.80029,0.0,0.05822,1.24886,0.04127
2016,Central and Eastern Europe,Tajikistan,100,4.996,0.75602,0.53119,0.25998,0.43408,0.48835,0.13509
2016,Eastern Asia,Mongolia,101,4.907,1.08983,0.55469,0.34539,0.35972,0.98853,0.03285
2016,Southeastern Asia,Laos,102,4.876,0.5497,0.38291,0.43079,0.52168,0.68042,0.22423
2016,Sub-Saharan Africa,Nigeria,103,4.875,0.64498,0.05108,0.23219,0.27854,0.75216,0.0305
2016,Latin America and Caribbean,Honduras,104,4.871,0.75596,0.58383,0.2044,0.26755,0.69429,0.06906
2016,Middle East and Northern Africa,Iran,105,4.813,0.38857,0.64232,0.38538,0.22544,1.11758,0.0557
2016,Sub-Saharan Africa,Zambia,106,4.795,0.6376,0.23573,0.17866,0.42662,0.61202,0.11479
2016,Southern Asia,Nepal,107,4.793,0.69699,0.50073,0.3816,0.37012,0.44626,0.07008
2016,Middle East and Northern Africa,Palestinian Territories,108,4.754,0.71629,0.56844,0.11154,0.17744,0.67024,0.10613
2016,Central and Eastern Europe,Albania,109,4.655,0.50163,0.73007,0.1684,0.31866,0.9553,0.05301
2016,Southern Asia,Bangladesh,110,4.643,0.24749,0.52989,0.19132,0.39778,0.54177,0.12583
2016,Sub-Saharan Africa,Sierra Leone,111,4.635,0.628,0.0,0.23897,0.30685,0.36485,0.08196
2016,Middle East and Northern Africa,Iraq,112,4.575,0.59205,0.51076,0.19589,0.24856,1.07474,0.13636
2016,Sub-Saharan Africa,Namibia,113,4.574,0.70362,0.34745,0.07795,0.48614,0.93287,0.10398
2016,Sub-Saharan Africa,Cameroon,114,4.513,0.62542,0.12698,0.2268,0.42736,0.52497,0.06126
2016,Sub-Saharan Africa,Ethiopia,115,4.508,0.37932,0.34578,0.29522,0.36703,0.29283,0.1717
2016,Sub-Saharan Africa,South Africa,116,4.459,0.96053,0.18611,0.13656,0.42483,1.02416,0.08415
2016,Southern Asia,Sri Lanka,117,4.415,0.84783,0.62007,0.46978,0.50817,0.97318,0.07964
2016,Southern Asia,India,118,4.404,0.29247,0.45091,0.25028,0.40285,0.74036,0.08722
2016,Southeastern Asia,Myanmar,119,4.395,0.69981,0.3988,0.81971,0.42692,0.34112,0.20243
2016,Middle East and Northern Africa,Egypt,120,4.362,0.49813,0.52116,0.12706,0.18847,0.95395,0.10393
2016,Central and Eastern Europe,Armenia,121,4.36,0.62477,0.64083,0.07793,0.14037,0.86086,0.03616
2016,Sub-Saharan Africa,Kenya,122,4.356,0.7624,0.30147,0.41328,0.40576,0.52267,0.06686
2016,Central and Eastern Europe,Ukraine,123,4.324,1.01413,0.58628,0.20363,0.12859,0.87287,0.01829
2016,Sub-Saharan Africa,Ghana,124,4.276,0.49353,0.29681,0.21203,0.40973,0.63107,0.0326
2016,Sub-Saharan Africa,Congo (Kinshasa),125,4.272,0.80676,0.188,0.25458,0.15602,0.05661,0.06075
2016,Central and Eastern Europe,Georgia,126,4.252,0.19249,0.64035,0.06786,0.32461,0.83792,0.3188
2016,Sub-Saharan Africa,Congo (Brazzaville),127,4.236,0.47799,0.28212,0.12077,0.37938,0.77109,0.09753
2016,Sub-Saharan Africa,Senegal,128,4.219,0.77416,0.40457,0.19103,0.31056,0.44314,0.11681
2016,Central and Eastern Europe,Bulgaria,129,4.217,0.92542,0.67806,0.12793,0.21219,1.11306,0.00615
2016,Sub-Saharan Africa,Mauritania,130,4.201,0.84142,0.28639,0.22686,0.1268,0.61391,0.17955
2016,Sub-Saharan Africa,Zimbabwe,131,4.193,0.71478,0.1595,0.18503,0.25429,0.35041,0.08582
2016,Sub-Saharan Africa,Malawi,132,4.156,0.147,0.29364,0.30968,0.4143,0.08709,0.07564
2016,Sub-Saharan Africa,Sudan,133,4.139,0.81928,0.29759,0.18077,0.0,0.63069,0.10039
2016,Sub-Saharan Africa,Gabon,134,4.121,0.72368,0.3494,0.06244,0.28098,1.15851,0.09314
2016,Sub-Saharan Africa,Mali,135,4.073,0.86333,0.16347,0.21064,0.27544,0.31292,0.13647
2016,Latin America and Caribbean,Haiti,136,4.028,0.29561,0.27494,0.47958,0.12072,0.34097,0.14476
2016,Sub-Saharan Africa,Botswana,137,3.974,0.89186,0.34752,0.12425,0.44089,1.09426,0.10769
2016,Sub-Saharan Africa,Comoros,138,3.956,0.60323,0.29981,0.1827,0.15412,0.27509,0.18437
2016,Sub-Saharan Africa,Ivory Coast,139,3.916,0.57576,0.04476,0.20338,0.40663,0.55507,0.1553
2016,Southeastern Asia,Cambodia,140,3.907,0.5375,0.42494,0.40339,0.58852,0.55604,0.08092
2016,Sub-Saharan Africa,Angola,141,3.866,0.66366,0.04991,0.12071,0.00589,0.84731,0.08434
2016,Sub-Saharan Africa,Niger,142,3.856,0.6053,0.26162,0.2097,0.38041,0.1327,0.17176
2016,Sub-Saharan Africa,South Sudan,143,3.832,0.18519,0.15781,0.25899,0.19662,0.39394,0.13015
2016,Sub-Saharan Africa,Chad,144,3.763,0.63178,0.03824,0.18667,0.12807,0.42214,0.04952
2016,Sub-Saharan Africa,Burkina Faso,145,3.739,0.63054,0.21297,0.24353,0.3337,0.31995,0.12533
2016,Sub-Saharan Africa,Uganda,145,3.739,0.90981,0.19625,0.27102,0.43653,0.34719,0.06442
2016,Middle East and Northern Africa,Yemen,147,3.724,0.47493,0.31048,0.09821,0.2287,0.57939,0.05892
2016,Sub-Saharan Africa,Madagascar,148,3.695,0.46115,0.37109,0.2204,0.13684,0.27954,0.07506
2016,Sub-Saharan Africa,Tanzania,149,3.666,0.77623,0.357,0.31472,0.3176,0.47155,0.05099
2016,Sub-Saharan Africa,Liberia,150,3.622,0.50353,0.23165,0.24063,0.25748,0.10706,0.04852
2016,Sub-Saharan Africa,Guinea,151,3.607,0.3109,0.18829,0.29914,0.30953,0.22415,0.1192
2016,Sub-Saharan Africa,Rwanda,152,3.515,0.61586,0.31865,0.23552,0.5432,0.32846,0.50521
2016,Sub-Saharan Africa,Benin,153,3.484,0.10419,0.21028,0.2018,0.39747,0.39499,0.06681
2016,Southern Asia,Afghanistan,154,3.36,0.11037,0.17344,0.31268,0.1643,0.38227,0.07112
2016,Sub-Saharan Africa,Togo,155,3.303,0.0,0.24811,0.17517,0.34678,0.28123,0.11587
2016,Middle East and Northern Africa,Syria,156,3.069,0.14866,0.62994,0.48397,0.06912,0.74719,0.17233
2016,Sub-Saharan Africa,Burundi,157,2.905,0.23442,0.15747,0.2029,0.0432,0.06831,0.09419
